Ticker,Description,Currency,Sector,Industry Group,Industry,Sub_Industry
3289 JP Equity,Tokyu Fudosan Holdings Corp,JPY,Financials,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop
TEL2B SS Equity,Tele2 AB,SEK,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
CPRT US Equity,Copart Inc,USD,Consumer Discretionary,Retail - Discretionary,Automotive Retailers,Car Dealers
CD SP Equity,ComfortDelGro Corp Ltd,SGD,Consumer Discretionary,Passenger Transportation,Transit Services,#N/A N/A
GFJ GR Equity,GAGFAH SA,EUR,Financials,Real Estate,Real Estate Services,Real Estate Brokerage - Sales
STH SP Equity,StarHub Ltd,SGD,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
USG US Equity,USG Corp,USD,Materials,Construction Materials,Non Wood Building Materials,Gypsum Products
TLLP US Equity,Tesoro Logistics LP,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,Oil & Liquid Rich Gas Pipelines
4202 JP Equity,Daicel Corp,JPY,Materials,Chemicals,Basic & Diversified Chemicals,"Organic Resins, Fibers & Rubber"
PSXP US Equity,Phillips 66 Partners LP,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,#N/A N/A
7951 JP Equity,Yamaha Corp,JPY,Consumer Discretionary,Leisure Products,Music Instruments,#N/A N/A
STLD US Equity,Steel Dynamics Inc,USD,Materials,Iron & Steel,Steel Producers,#N/A N/A
AGI PM Equity,Alliance Global Group Inc,PHP,Financials,Real Estate,Real Estate Owners & Developers,Multi Asset Class Own & Develop
600350 CH Equity,Shandong Hi-speed Co Ltd,CNY,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Infrastructure Concessions
DIVI IN Equity,Divi's Laboratories Ltd,INR,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
GNP IN Equity,Glenmark Pharmaceuticals Ltd,INR,Health Care,Biotech & Pharma,Generic Pharma,#N/A N/A
RGU LN Equity,Regus PLC,GBp,Consumer Discretionary,Commercial Services,Professional Services,Other Professional Services
POWF IN Equity,Power Finance Corp Ltd,INR,Financials,Specialty Finance,Commercial Finance,#N/A N/A
BOKF US Equity,BOK Financial Corp,USD,Financials,Banking,Banks,#N/A N/A
BC US Equity,Brunswick Corp/DE,USD,Consumer Discretionary,Leisure Products,Recreational Vehicles,Leisure Boats & Yachts Building
IPL AU Equity,Incitec Pivot Ltd,AUD,Materials,Chemicals,Agricultural Chemicals,Fertilizers
000792 CH Equity,Qinghai Salt Lake Industry Co,CNY,Materials,Chemicals,Agricultural Chemicals,Fertilizers
MINT US Equity,PIMCO Enhanced Short Maturity,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14 HK Equity,Hysan Development Co Ltd,HKD,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
GDX US Equity,VanEck Vectors Gold Miners ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SPH SP Equity,Singapore Press Holdings Ltd,SGD,Communications,Media,Publishing & Broadcasting,Publishing
R US Equity,Ryder System Inc,USD,Industrials,Transportation & Logistics,Logistics Services,#N/A N/A
KGX GR Equity,KION Group AG,EUR,Industrials,Machinery,Material Handling Machinery,Industrial Trucks & Stackers
600816 CH Equity,Anxin Trust Co Ltd,CNY,Financials,Institutional Financial Svcs,"Instl Trust, Fiduciary & Custody",#N/A N/A
2282 JP Equity,NH Foods Ltd,JPY,Consumer Staples,Consumer Products,Packaged Food,Meat Products
FANG US Equity,Diamondback Energy Inc,USD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
FBK IM Equity,FinecoBank Banca Fineco SpA,EUR,Financials,Banking,Banks,#N/A N/A
MBK PW Equity,mBank SA,PLN,Financials,Banking,Banks,Retail Banking
5711 JP Equity,Mitsubishi Materials Corp,JPY,Materials,Metals & Mining,Base Metals,Copper
WSO US Equity,Watsco Inc,USD,Industrials,Industrial Services,Industrial Distribution & Rental,Industrial Supplies Distributors
DMGT LN Equity,Daily Mail & General Trust PLC,GBp,Communications,Media,Publishing & Broadcasting,Publishing
IPGP US Equity,IPG Photonics Corp,USD,Technology,Semiconductors,Semiconductor Devices,Discrete
002065 CH Equity,DHC Software Co Ltd,CNY,Technology,Hardware,Computer Hardware & Storage,Servers
JARIR AB Equity,Jarir Marketing Co,SAR,Consumer Discretionary,Retail - Discretionary,Other Spec Retail - Discr,Office Supp & Stationery Stores
RAX US Equity,Rackspace Hosting Inc,USD,Technology,Software,Infrastructure Software,Cloud & Virtualization
9404 JP Equity,Nippon Television Holdings Inc,JPY,Communications,Media,Publishing & Broadcasting,Local TV & Radio Broadcast
SCHX US Equity,Schwab US Large-Cap ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9602 JP Equity,Toho Co Ltd/Tokyo,JPY,Communications,Media,Entertainment Content,Film & TV Production & Distr
IMI LN Equity,IMI PLC,GBp,Industrials,Machinery,Flow Control Equipment,#N/A N/A
AKRX US Equity,Akorn Inc,USD,Health Care,Biotech & Pharma,Specialty Pharma,Comml Profitable Spec Pharm
2883 TT Equity,China Development Financial Ho,TWD,Financials,Institutional Financial Svcs,Institutional Brokerage,Security & Commodity Brokerage
FV US Equity,First Trust Dorsey Wright Focu,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
HLMA LN Equity,Halma PLC,GBp,Industrials,Electrical Equipment,Measurement Instruments,Measuring & Control Devices
300124 CH Equity,Shenzhen Inovance Technology C,CNY,Industrials,Electrical Equipment,Electrical Components,Industrial Electronics Equip
POST US Equity,Post Holdings Inc,USD,Consumer Staples,Consumer Products,Packaged Food,Snack Food & Confectionary
SNTS BC Equity,Sonatel,XOF,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
TMH US Equity,Team Health Holdings Inc,USD,Health Care,Health Care Facilities & Svcs,Health Care Services,#N/A N/A
600737 CH Equity,COFCO Tunhe Sugar Co Ltd,CNY,Consumer Staples,Consumer Products,Agricultural Producers,"Sugar, Grain & Oilseed Mill"
FAF US Equity,First American Financial Corp,USD,Financials,Specialty Finance,Mortgage Finance,Title Insurance
JFC PM Equity,Jollibee Foods Corp,PHP,Consumer Discretionary,"Gaming, Lodging & Restaurants",Restaurants,Limited Service Restaurants
EREGL TI Equity,Eregli Demir ve Celik Fabrikal,TRY,Materials,Iron & Steel,Steel Producers,#N/A N/A
ANET US Equity,Arista Networks Inc,USD,Technology,Hardware,Communications Equipment,Data Networking Equipment
NFG US Equity,National Fuel Gas Co,USD,Utilities,Utilities,Utility Networks,Gas Utilities
EMG LN Equity,Man Group PLC,GBp,Financials,Asset Management,Investment Management,#N/A N/A
600804 CH Equity,Dr Peng Telecom & Media Group,CNY,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
IBCS GR Equity,iShares EUR Corp Bond Large Ca,EUR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MONC IM Equity,Moncler SpA,EUR,Consumer Discretionary,Retail - Discretionary,Specialty Apparel Stores,#N/A N/A
EMTK IJ Equity,Elang Mahkota Teknologi Tbk PT,IDR,Communications,Media,Publishing & Broadcasting,Local TV & Radio Broadcast
SCI SP Equity,Sembcorp Industries Ltd,SGD,Industrials,Transportation Equipment,Shipbuilding,Shipbuilding & Repair
SIX US Equity,Six Flags Entertainment Corp,USD,Consumer Discretionary,Recreation Facilities & Svcs,Entertainment Facilities,Amusement & Theme Parks
IM US Equity,Ingram Micro Inc,USD,Technology,"Design, Mfg & Distribution",Technology Distributors,#N/A N/A
002563 CH Equity,Zhejiang Semir Garment Co Ltd,CNY,Consumer Discretionary,Retail - Discretionary,Specialty Apparel Stores,#N/A N/A
KBHL DC Equity,Kobenhavns Lufthavne,DKK,Industrials,Transportation & Logistics,Transport Support Services,Air Transp Support Services
2885 TT Equity,Yuanta Financial Holding Co Lt,TWD,Financials,Institutional Financial Svcs,Institutional Brokerage,Security & Commodity Brokerage
LECO US Equity,Lincoln Electric Holdings Inc,USD,Industrials,Machinery,Metalworking Machinery,Welding & Solder Equipment
600022 CH Equity,Shandong Iron and Steel Co Ltd,CNY,Materials,Iron & Steel,Steel Producers,Flat Rolled
CUBE US Equity,CubeSmart,USD,Financials,Real Estate,REIT,Self-storage REIT
000425 CH Equity,XCMG Construction Machinery Co,CNY,Industrials,Machinery,Construction & Mining Machinery,Construction Machinery
7701 JP Equity,Shimadzu Corp,JPY,Health Care,Medical Equipment & Devices,Life Science Equipment,Analytical Lab Equipment
PCAR4 BZ Equity,Cia Brasileira de Distribuicao,BRL,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
CASY US Equity,Casey's General Stores Inc,USD,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Convenience Stores
DEI US Equity,Douglas Emmett Inc,USD,Financials,Real Estate,REIT,Office REIT
694 HK Equity,Beijing Capital International,HKD,Industrials,Transportation & Logistics,Transport Support Services,Air Transp Support Services
HR-U CN Equity,H&R Real Estate Investment Tru,CAD,Financials,Real Estate,REIT,Multi Asset Class REIT
GLXO IN Equity,GlaxoSmithKline Pharmaceutical,INR,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
ING PW Equity,ING Bank Slaski SA,PLN,Financials,Banking,Banks,#N/A N/A
FEZ US Equity,SPDR EURO STOXX 50 ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SNC CN Equity,SNC-Lavalin Group Inc,CAD,Industrials,Engineering & Construction Svcs,Infrastructure Construction,#N/A N/A
WCG US Equity,WellCare Health Plans Inc,USD,Health Care,Health Care Facilities & Svcs,Managed Care,Managed Care Govt Business
PEP MK Equity,PPB Group Bhd,MYR,Consumer Staples,Consumer Products,Agricultural Producers,"Sugar, Grain & Oilseed Mill"
RXL FP Equity,Rexel SA,EUR,Industrials,Industrial Services,Industrial Distribution & Rental,Industrial Supplies Distributors
BRCD US Equity,Brocade Communications Systems,USD,Technology,Hardware,Computer Hardware & Storage,Computer Storage
601231 CH Equity,Universal Scientific Industria,CNY,Technology,Software,Application Software,Specialty Software
8304 JP Equity,Aozora Bank Ltd,JPY,Financials,Banking,Banks,#N/A N/A
TL5 SM Equity,Mediaset Espana Comunicacion S,EUR,Communications,Media,Publishing & Broadcasting,Local TV & Radio Broadcast
BPE IM Equity,BPER Banca,EUR,Financials,Banking,Banks,#N/A N/A
601118 CH Equity,China Hainan Rubber Industry G,CNY,Industrials,Manufactured Goods,Rubber & Plastic,Rubber Products
SMGR IJ Equity,Semen Indonesia Persero Tbk PT,IDR,Materials,Construction Materials,Cement & Aggregates,Cement
3405 JP Equity,Kuraray Co Ltd,JPY,Materials,Chemicals,Basic & Diversified Chemicals,Organic Chem & Intermediates
PFC LN Equity,Petrofac Ltd,GBp,Energy,"Oil, Gas & Coal",Oil & Gas Services & Equip,#N/A N/A
ISBC US Equity,Investors Bancorp Inc,USD,Financials,Banking,Banks,#N/A N/A
RCF FP Equity,Teleperformance,EUR,Technology,Technology Services,IT Services,IT Services - Commercial
2395 TT Equity,Advantech Co Ltd,TWD,Technology,Hardware,Computer Hardware & Storage,#N/A N/A
002470 CH Equity,Kingenta Ecological Engineerin,CNY,Materials,Chemicals,Agricultural Chemicals,Fertilizers
1031 HK Equity,Kingston Financial Group Ltd,HKD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Casinos & Gaming,#N/A N/A
ANA SM Equity,Acciona SA,EUR,Industrials,Engineering & Construction Svcs,Infrastructure Construction,#N/A N/A
FNTN GR Equity,Freenet AG,EUR,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
PTEC LN Equity,Playtech Plc,GBp,Technology,Software,Application Software,Specialty Software
TBS SJ Equity,Tiger Brands Ltd,ZAr,Consumer Staples,Consumer Products,Packaged Food,#N/A N/A
HMN IN Equity,Emami Ltd,INR,Consumer Staples,Consumer Products,Household Products,Personal Care Products
RTO LN Equity,Rentokil Initial PLC,GBp,Consumer Discretionary,Commercial Services,Building Maintenance Services,Janitorial Services
8354 JP Equity,Fukuoka Financial Group Inc,JPY,Financials,Banking,Banks,#N/A N/A
ATR US Equity,AptarGroup Inc,USD,Materials,Containers & Packaging,Containers & Packaging,Plastic Containers & Packaging
NOS PL Equity,NOS SGPS SA,EUR,Communications,Media,Cable & Satellite,#N/A N/A
2801 TT Equity,Chang Hwa Commercial Bank Ltd,TWD,Financials,Banking,Banks,#N/A N/A
ERIE US Equity,Erie Indemnity Co,USD,Financials,Insurance,P&C Insurance,#N/A N/A
IHFL IN Equity,Indiabulls Housing Finance Ltd,INR,Financials,Specialty Finance,Mortgage Finance,#N/A N/A
ACAD US Equity,ACADIA Pharmaceuticals Inc,USD,Health Care,Biotech & Pharma,Specialty Pharma,Development Stage Spec Pharma
TCO US Equity,Taubman Centers Inc,USD,Financials,Real Estate,REIT,Retail REIT
000423 CH Equity,Dong-E-E-Jiao Co Ltd,CNY,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
CPI SJ Equity,Capitec Bank Holdings Ltd,ZAr,Financials,Banking,Banks,Retail Banking
ROTH MK Equity,British American Tobacco Malay,MYR,Consumer Staples,Consumer Products,Tobacco,Tobacco Products
CACC US Equity,Credit Acceptance Corp,USD,Financials,Specialty Finance,Consumer Finance,Auto Finance
ON US Equity,ON Semiconductor Corp,USD,Technology,Semiconductors,Semiconductor Devices,Analog ICs
ZBRA US Equity,Zebra Technologies Corp,USD,Technology,Hardware,Office Electronics,Comml Printers & Scanners
TDC US Equity,Teradata Corp,USD,Technology,Technology Services,IT Services,IT Services - Commercial
2784 JP Equity,Alfresa Holdings Corp,JPY,Health Care,Health Care Facilities & Svcs,Health Care Supply Chain,Health Care Distribution
BAF IN Equity,Bajaj Finance Ltd,INR,Financials,Specialty Finance,Consumer Finance,Auto Finance
000826 CH Equity,Tus-Sound Environmental Resour,CNY,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Utility Line Construction
SRT GR Equity,Sartorius AG,EUR,Health Care,Medical Equipment & Devices,Life Science Equipment,Analytical Lab Equipment
EDEN FP Equity,Edenred,EUR,Consumer Discretionary,Commercial Services,Other Commercial Services,#N/A N/A
WNR US Equity,Western Refining Inc,USD,Energy,"Oil, Gas & Coal",Refining & Marketing,#N/A N/A
097950 KS Equity,CJ CheilJedang Corp,KRW,Consumer Staples,Consumer Products,Packaged Food,Condiments
CBSH US Equity,Commerce Bancshares Inc/MO,USD,Financials,Banking,Banks,#N/A N/A
7459 JP Equity,Medipal Holdings Corp,JPY,Health Care,Health Care Facilities & Svcs,Health Care Supply Chain,Health Care Distribution
699 HK Equity,CAR Inc,HKD,Consumer Discretionary,Retail - Discretionary,Automotive Retailers,Passenger Car Rental & Leasing
AMJ US Equity,JPMorgan Alerian MLP Index ETN,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ORI US Equity,Old Republic International Cor,USD,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
MCRO LN Equity,Micro Focus International PLC,GBp,Technology,Software,Infrastructure Software,Other Infra Software
IGG LN Equity,IG Group Holdings PLC,GBp,Financials,Institutional Financial Svcs,Institutional Brokerage,Trading & Principal Investment
DCI US Equity,Donaldson Co Inc,USD,Industrials,Waste & Environ Svcs & Equip,Pollution Control Equipment,Air Purification Equipment
PBI US Equity,Pitney Bowes Inc,USD,Technology,Hardware,Office Electronics,#N/A N/A
600570 CH Equity,Hundsun Technologies Inc,CNY,Technology,Software,Application Software,Enterprise Software
161390 KS Equity,Hankook Tire Co Ltd,KRW,Consumer Discretionary,Automotive,Auto Parts,Tire
NTC SJ Equity,Netcare Ltd,ZAr,Health Care,Health Care Facilities & Svcs,Health Care Facilities,#N/A N/A
600307 CH Equity,Gansu Jiu Steel Group Hongxing,CNY,Materials,Iron & Steel,Steel Producers,#N/A N/A
CAC FP Equity,LYXOR CAC 40 DR UCITS ETF,EUR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
HPCL IN Equity,Hindustan Petroleum Corp Ltd,INR,Energy,"Oil, Gas & Coal",Refining & Marketing,#N/A N/A
BUFF US Equity,Blue Buffalo Pet Products Inc,USD,Consumer Staples,Consumer Products,Packaged Food,Pet Food
AGCO US Equity,AGCO Corp,USD,Industrials,Machinery,Agricultural Machinery,Farm Machinery & Equipment
VC US Equity,Visteon Corp,USD,Consumer Discretionary,Automotive,Auto Parts,Auto Electrical
REA AU Equity,REA Group Ltd,AUD,Communications,Media,Internet Based Services,Real Estate & Property Web
586 HK Equity,China Conch Venture Holdings L,HKD,Consumer Discretionary,Commercial Services,Other Commercial Services,#N/A N/A
002143 CH Equity,DMG Entertainment and Media Co,CNY,Communications,Media,Entertainment Content,Film & TV Production & Distr
PRF US Equity,Powershares FTSE RAFI US 1000,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RDF SJ Equity,Redefine Properties Ltd,ZAr,Financials,Real Estate,REIT,#N/A N/A
MMS US Equity,MAXIMUS Inc,USD,Technology,Technology Services,IT Services,IT Services - Government
900912 CH Equity,Shanghai Waigaoqiao Free Trade,USD,Industrials,Industrial Services,Industrial Distribution & Rental,Industrial Machinery Distr
WST US Equity,West Pharmaceutical Services I,USD,Health Care,Medical Equipment & Devices,Health Care Supplies,Surgical Appliances & Supplies
AGK LN Equity,Aggreko PLC,GBp,Industrials,Industrial Services,Industrial Distribution & Rental,Commercial Equip Rental Svcs
600489 CH Equity,Zhongjin Gold Corp Ltd,CNY,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
RS US Equity,Reliance Steel & Aluminum Co,USD,Materials,Iron & Steel,Metal Svc Center & Other Whslrs,Steel Processors
ENH US Equity,Endurance Specialty Holdings L,USD,Financials,Insurance,Reinsurance,P&C Reinsurance
SCHF US Equity,Schwab International Equity ET,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CPU AU Equity,Computershare Ltd,AUD,Financials,Institutional Financial Svcs,"Instl Trust, Fiduciary & Custody",#N/A N/A
601918 CH Equity,SDIC Xinji Energy Co Ltd,CNY,Energy,"Oil, Gas & Coal",Coal Operations,Coal Mining
2354 TT Equity,Foxconn Technology Co Ltd,TWD,Technology,"Design, Mfg & Distribution",EMS/ODM,#N/A N/A
8593 JP Equity,Mitsubishi UFJ Lease & Finance,JPY,Financials,Specialty Finance,Commercial Finance,Comml Equip Finance & Leasing
ACM US Equity,AECOM,USD,Industrials,Engineering & Construction Svcs,Engineering Services,#N/A N/A
600863 CH Equity,Inner Mongolia MengDian HuaNen,CNY,Utilities,Utilities,Utility Networks,Electricity Networks
ODP US Equity,Office Depot Inc,USD,Consumer Discretionary,Retail - Discretionary,Other Spec Retail - Discr,Office Supp & Stationery Stores
300144 CH Equity,Songcheng Performance Developm,CNY,Consumer Discretionary,Recreation Facilities & Svcs,Entertainment Facilities,Amusement & Theme Parks
JUNO US Equity,Juno Therapeutics Inc,USD,Health Care,Biotech & Pharma,Biotech,Development Stage Biotech
ORI AU Equity,Orica Ltd,AUD,Materials,Chemicals,Specialty Chemicals,Explosives
SBH US Equity,Sally Beauty Holdings Inc,USD,Consumer Discretionary,Retail - Discretionary,Other Spec Retail - Discr,Cosmetics & Beauty Stores
