Ticker,Description,Currency,Sector,Industry Group,Industry,Sub_Industry
RMD US Equity,ResMed Inc,USD,Health Care,Medical Equipment & Devices,Health Care Supplies,Surgical Appliances & Supplies
IT US Equity,Gartner Inc,USD,Technology,Technology Services,Information Services,Non-Financial Info Services
293 HK Equity,Cathay Pacific Airways Ltd,HKD,Consumer Discretionary,Passenger Transportation,Airlines,Full Service Airline
000046 CH Equity,Oceanwide Holdings Co Ltd,CNY,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
UNSP IN Equity,United Spirits Ltd,INR,Consumer Staples,Consumer Products,Beverages,Alcoholic Beverages
SKYD GR Equity,Sky Deutschland AG,EUR,Communications,Media,Cable & Satellite,#N/A N/A
ASH US Equity,Ashland Global Holdings Inc,USD,Materials,Chemicals,Specialty Chemicals,Functional Additives
BPI PM Equity,Bank of the Philippine Islands,PHP,Financials,Banking,Banks,Retail Banking
ISAT LN Equity,Inmarsat PLC,GBp,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
NLMK RM Equity,Novolipetsk Steel PJSC,RUB,Materials,Iron & Steel,Steel Producers,#N/A N/A
GJF NO Equity,Gjensidige Forsikring ASA,NOK,Financials,Insurance,P&C Insurance,#N/A N/A
CTC/A CN Equity,Canadian Tire Corp Ltd,CAD,Consumer Discretionary,Retail - Discretionary,Automotive Retailers,#N/A N/A
VER US Equity,VEREIT Inc,USD,Financials,Real Estate,REIT,Retail REIT
4904 TT Equity,Far EasTone Telecommunications,TWD,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
ALFA SS Equity,Alfa Laval AB,SEK,Industrials,Machinery,Industrial Machinery,#N/A N/A
1128 HK Equity,Wynn Macau Ltd,HKD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Casinos & Gaming,Casinos
NESTE FH Equity,Neste Oyj,EUR,Energy,"Oil, Gas & Coal",Refining & Marketing,#N/A N/A
002142 CH Equity,Bank of Ningbo Co Ltd,CNY,Financials,Banking,Banks,#N/A N/A
HMCL IN Equity,Hero MotoCorp Ltd,INR,Consumer Discretionary,Automotive,Automobiles,Motorbikes & Parts
EUN2 GR Equity,iShares EURO STOXX 50 UCITS ET,EUR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
GLP SP Equity,Global Logistic Properties Ltd,SGD,Financials,Real Estate,Real Estate Owners & Developers,Industrial Owners & Developers
UBI IM Equity,Unione di Banche Italiane SpA,EUR,Financials,Banking,Banks,Retail Banking
III LN Equity,3i Group PLC,GBp,Financials,Asset Management,Private Equity,Real Estate Investments
9041 JP Equity,Kintetsu Group Holdings Co Ltd,JPY,Consumer Discretionary,Passenger Transportation,Transit Services,#N/A N/A
WHL SJ Equity,Woolworths Holdings Ltd/South,ZAr,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
POLI IT Equity,Bank Hapoalim BM,ILs,Financials,Banking,Banks,#N/A N/A
ING FP Equity,Ingenico Group SA,EUR,Technology,Hardware,Transaction Mgmt Systems,POS Terminals
9024 JP Equity,Seibu Holdings Inc,JPY,Consumer Discretionary,Passenger Transportation,Transit Services,#N/A N/A
STJ LN Equity,St James's Place PLC,GBp,Financials,Insurance,Life Insurance,Life Insurance Non-Premium
KTB TB Equity,Krung Thai Bank PCL,THB,Financials,Banking,Banks,#N/A N/A
IEMG US Equity,iShares Core MSCI Emerging Mar,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ETL FP Equity,Eutelsat Communications SA,EUR,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
SIEM IN Equity,Siemens Ltd,INR,Industrials,Electrical Equipment,Electrical Power Equipment,Power Trans & Distr Equip
ARG US Equity,Airgas Inc,USD,Materials,Chemicals,Basic & Diversified Chemicals,Inorganic Base Chemicals
GRA US Equity,WR Grace & Co,USD,Materials,Chemicals,Specialty Chemicals,#N/A N/A
CDW US Equity,CDW Corp/DE,USD,Technology,Technology Services,IT Services,#N/A N/A
CHR DC Equity,Chr Hansen Holding A/S,DKK,Consumer Staples,Consumer Products,Packaged Food,Other Food
600005 CH Equity,Wuhan Iron & Steel Co Ltd,CNY,Materials,Iron & Steel,Steel Producers,Flat Rolled
SPD LN Equity,Sports Direct International PL,GBp,Consumer Discretionary,Retail - Discretionary,Specialty Apparel Stores,#N/A N/A
TRUE TB Equity,True Corp PCL,THB,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
3969 HK Equity,China Railway Signal & Communi,HKD,Industrials,Transportation Equipment,Railroad Rolling Stock,Rolling Stock Components & Sys
4938 TT Equity,Pegatron Corp,TWD,Technology,"Design, Mfg & Distribution",EMS/ODM,#N/A N/A
600208 CH Equity,Xinhu Zhongbao Co Ltd,CNY,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
WYNN US Equity,Wynn Resorts Ltd,USD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Casinos & Gaming,Casinos
SBNY US Equity,Signature Bank/New York NY,USD,Financials,Banking,Banks,#N/A N/A
ALRS RM Equity,Alrosa PJSC,RUB,Materials,Metals & Mining,Other Mined Minerals,Precious Stones
DUFN SW Equity,Dufry AG,CHF,Consumer Discretionary,Retail - Discretionary,Other Spec Retail - Discr,"Gift, Novelty & Souvenir Stores"
UTHR US Equity,United Therapeutics Corp,USD,Health Care,Biotech & Pharma,Biotech,Commercial Growth Biotech
IEAC LN Equity,iShares Core EUR Corp Bond UCI,EUR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
RHI US Equity,Robert Half International Inc,USD,Consumer Discretionary,Commercial Services,Professional Services,Mgmt & Admin Consulting Svcs
MTSS RM Equity,Mobile TeleSystems PJSC,RUB,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
PTTGC TB Equity,PTT Global Chemical PCL,THB,Materials,Chemicals,Basic & Diversified Chemicals,Organic Chem & Intermediates
MER PM Equity,Manila Electric Co,PHP,Utilities,Utilities,Power Generation,#N/A N/A
PFG LN Equity,Provident Financial PLC,GBp,Financials,Specialty Finance,Consumer Finance,#N/A N/A
IDXX US Equity,IDEXX Laboratories Inc,USD,Health Care,Medical Equipment & Devices,Life Science Equipment,In Vitro Diagnostics
047810 KS Equity,Korea Aerospace Industries Ltd,KRW,Industrials,Aerospace & Defense,Defense Primes,Military Aircraft
HAR US Equity,Harman International Industrie,USD,Consumer Discretionary,Automotive,Auto Parts,Auto Electrical
5333 JP Equity,NGK Insulators Ltd,JPY,Consumer Discretionary,Automotive,Auto Parts,Other Motor Vehicle Parts
6881 HK Equity,China Galaxy Securities Co Ltd,HKD,Financials,Institutional Financial Svcs,Institutional Brokerage,Security & Commodity Brokerage
AEV PM Equity,Aboitiz Equity Ventures Inc,PHP,Utilities,Utilities,Utility Networks,Electricity Networks
BRX US Equity,Brixmor Property Group Inc,USD,Financials,Real Estate,REIT,Retail REIT
669 HK Equity,Techtronic Industries Co Ltd,HKD,Consumer Discretionary,Home & Office Products,Home Improvement,Tools
RMH SJ Equity,RMB Holdings Ltd,ZAr,Financials,Banking,Banks,#N/A N/A
5938 JP Equity,LIXIL Group Corp,JPY,Consumer Discretionary,Home & Office Products,Home Improvement,#N/A N/A
7912 JP Equity,Dai Nippon Printing Co Ltd,JPY,Consumer Discretionary,Commercial Services,Printing Services,#N/A N/A
WSM US Equity,Williams-Sonoma Inc,USD,Consumer Discretionary,Retail - Discretionary,Home Products Stores,Home Furnishings Stores
486 HK Equity,United Co RUSAL PLC,HKD,Materials,Metals & Mining,Base Metals,Aluminum
SIMA SW Equity,UBS CH Property Fund - Swiss M,CHF,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SSNC US Equity,SS&C Technologies Holdings Inc,USD,Technology,Software,Application Software,#N/A N/A
600583 CH Equity,Offshore Oil Engineering Co Lt,CNY,Energy,"Oil, Gas & Coal",Oil & Gas Services & Equip,Oilfield Services & Equipment
INTUCH TB Equity,Intouch Holdings PCL,THB,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
CU CN Equity,Canadian Utilities Ltd,CAD,Utilities,Utilities,Utility Networks,#N/A N/A
GRMN US Equity,Garmin Ltd,USD,Technology,Hardware,Consumer Electronics,Other Wireless Devices
WEGE3 BZ Equity,WEG SA,BRL,Industrials,Machinery,Industrial Machinery,Other Industrial Machinery
FMCC US Equity,Federal Home Loan Mortgage Cor,USD,Financials,Specialty Finance,Mortgage Finance,Mortgage Lenders
FDS US Equity,FactSet Research Systems Inc,USD,Technology,Technology Services,Information Services,Financial Info Services
N US Equity,NetSuite Inc,USD,Technology,Software,Application Software,Enterprise Software
600415 CH Equity,Zhejiang China Commodities Cit,CNY,Financials,Real Estate,Real Estate Owners & Developers,#N/A N/A
086790 KS Equity,Hana Financial Group Inc,KRW,Financials,Banking,Diversified Banks,#N/A N/A
SBRY LN Equity,J Sainsbury PLC,GBp,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
AP PM Equity,Aboitiz Power Corp,PHP,Utilities,Utilities,Integrated Utilities,#N/A N/A
SCR FP Equity,SCOR SE,EUR,Financials,Insurance,Reinsurance,#N/A N/A
KIMBERA MM Equity,Kimberly-Clark de Mexico SAB d,MXN,Consumer Staples,Consumer Products,Household Products,Personal Care Products
001040 KS Equity,CJ Corp,KRW,Consumer Staples,Consumer Products,Packaged Food,Condiments
SNI US Equity,Scripps Networks Interactive I,USD,Communications,Media,Entertainment Content,TV Media Networks
ENG SM Equity,Enagas SA,EUR,Utilities,Utilities,Utility Networks,Gas Utilities
TNET BB Equity,Telenet Group Holding NV,EUR,Communications,Media,Cable & Satellite,#N/A N/A
ZAYO US Equity,Zayo Group Holdings Inc,USD,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
CCK US Equity,Crown Holdings Inc,USD,Materials,Containers & Packaging,Containers & Packaging,Metal Containers & Packaging
WES US Equity,Western Gas Partners LP,USD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,Oil & Liquid Rich Gas Pipelines
GE SP Equity,Great Eastern Holdings Ltd,SGD,Financials,Insurance,Life Insurance,Life Insurance Premiums
000783 CH Equity,Changjiang Securities Co Ltd,CNY,Financials,Institutional Financial Svcs,Institutional Brokerage,Security & Commodity Brokerage
9007 JP Equity,Odakyu Electric Railway Co Ltd,JPY,Consumer Discretionary,Passenger Transportation,Transit Services,#N/A N/A
7272 JP Equity,Yamaha Motor Co Ltd,JPY,Consumer Discretionary,Automotive,Automobiles,Motorbikes & Parts
SHP SJ Equity,Shoprite Holdings Ltd,ZAr,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
002673 CH Equity,Western Securities Co Ltd,CNY,Financials,Institutional Financial Svcs,Institutional Brokerage,Security & Commodity Brokerage
FRES LN Equity,Fresnillo PLC,GBp,Materials,Metals & Mining,Precious Metal Mining,#N/A N/A
MAN US Equity,ManpowerGroup Inc,USD,Consumer Discretionary,Commercial Services,Professional Services,Mgmt & Admin Consulting Svcs
2357 TT Equity,Asustek Computer Inc,TWD,Technology,Hardware,Computer Hardware & Storage,Personal Computers
WLK US Equity,Westlake Chemical Corp,USD,Materials,Chemicals,Basic & Diversified Chemicals,"Organic Resins, Fibers & Rubber"
IWO US Equity,iShares Russell 2000 Growth ET,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FIT US Equity,Fitbit Inc,USD,Technology,Hardware,Consumer Electronics,#N/A N/A
2319 HK Equity,China Mengniu Dairy Co Ltd,HKD,Consumer Staples,Consumer Products,Packaged Food,Dairy & Egg Products
DATA US Equity,Tableau Software Inc,USD,Technology,Software,Application Software,Enterprise Software
OCX CN Equity,Onex Corp,CAD,Financials,Asset Management,Private Equity,#N/A N/A
FUNO11 MM Equity,Fibra Uno Administracion SA de,MXN,Financials,Real Estate,REIT,Multi Asset Class REIT
STERV FH Equity,Stora Enso OYJ,EUR,Materials,Forest & Paper Products,Paper,#N/A N/A
WRB US Equity,WR Berkley Corp,USD,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
BIV US Equity,Vanguard Intermediate-Term Bon,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2912 TT Equity,President Chain Store Corp,TWD,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Convenience Stores
600100 CH Equity,Tsinghua Tongfang Co Ltd,CNY,Technology,Hardware,Computer Hardware & Storage,Personal Computers
AGNC US Equity,AGNC Investment Corp,USD,Financials,Specialty Finance,Mortgage Finance,Mortgage REIT
068270 KS Equity,Celltrion Inc,KRW,Health Care,Biotech & Pharma,Generic Pharma,#N/A N/A
TTKOM TI Equity,Turk Telekomunikasyon AS,TRY,Communications,Telecom,Telecom Carriers,Wireline Telecom Services
PNW US Equity,Pinnacle West Capital Corp,USD,Utilities,Utilities,Integrated Utilities,#N/A N/A
AN US Equity,AutoNation Inc,USD,Consumer Discretionary,Retail - Discretionary,Automotive Retailers,#N/A N/A
PRE US Equity,PartnerRe Ltd,USD,Financials,Insurance,Reinsurance,P&C Reinsurance
SMIN LN Equity,Smiths Group PLC,GBp,Industrials,Machinery,Factory Automation Equipment,Ind Process Automation Mach
9506 JP Equity,Tohoku Electric Power Co Inc,JPY,Utilities,Utilities,Integrated Utilities,#N/A N/A
AR US Equity,Antero Resources Corp,USD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
GRUPOSUR CB Equity,Grupo de Inversiones Surameric,COP,Financials,Asset Management,Investment Companies,Investment Holding Companies
600369 CH Equity,Southwest Securities Co Ltd,CNY,Financials,Institutional Financial Svcs,Institutional Brokerage,#N/A N/A
600271 CH Equity,Aisino Corp,CNY,Technology,Hardware,Computer Hardware & Storage,Personal Computers
AXTA US Equity,Axalta Coating Systems Ltd,USD,Materials,Chemicals,Specialty Chemicals,Paints & Coatings
ADM LN Equity,Admiral Group PLC,GBp,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
IGM CN Equity,IGM Financial Inc,CAD,Financials,Asset Management,Investment Management,#N/A N/A
JLL US Equity,Jones Lang LaSalle Inc,USD,Financials,Real Estate,Real Estate Services,#N/A N/A
APA AU Equity,APA Group,AUD,Utilities,Utilities,Utility Networks,Gas Utilities
601377 CH Equity,Industrial Securities Co Ltd,CNY,Financials,Institutional Financial Svcs,Institutional Brokerage,#N/A N/A
601021 CH Equity,Spring Airlines Co Ltd,CNY,Consumer Discretionary,Passenger Transportation,Airlines,Low Cost Airline
WBC US Equity,WABCO Holdings Inc,USD,Industrials,Transportation Equipment,Commercial Vehicles,Comml Veh Other Parts & Svcs
MSCI US Equity,MSCI Inc,USD,Technology,Technology Services,Information Services,Financial Info Services
ISCTR TI Equity,Turkiye Is Bankasi,TRY,Financials,Banking,Banks,#N/A N/A
TOL US Equity,Toll Brothers Inc,USD,Consumer Discretionary,Home & Office Products,Homebuilders,Single Family Home Const
GVNV NA Equity,GrandVision NV,EUR,Consumer Discretionary,Retail - Discretionary,Other Spec Retail - Discr,Optical Goods Stores
FLR US Equity,Fluor Corp,USD,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Energy Infra Construction
DCC LN Equity,DCC PLC,GBp,Energy,"Oil, Gas & Coal",Refining & Marketing,Petroleum Marketing
EWG US Equity,iShares MSCI Germany ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CG US Equity,Carlyle Group LP/The,USD,Financials,Asset Management,Private Equity,#N/A N/A
600649 CH Equity,Shanghai SMI Holding Co Ltd,CNY,Financials,Real Estate,Real Estate Owners & Developers,Housing Owners & Developers
008930 KS Equity,Hanmi Science Co ltd,KRW,Health Care,Biotech & Pharma,Specialty Pharma,#N/A N/A
2413 JP Equity,M3 Inc,JPY,Communications,Media,Internet Media,Medical & Health Web
SIVB US Equity,SVB Financial Group,USD,Financials,Banking,Banks,Corporate Banking
QEWS QD Equity,Qatar Electricity & Water Co Q,QAR,Utilities,Utilities,Power Generation,Fossil Electric Generation
VOE AV Equity,voestalpine AG,EUR,Materials,Iron & Steel,Steel Producers,#N/A N/A
PCL US Equity,Plum Creek Timber Co Inc,USD,Financials,Real Estate,REIT,Specialty & Other REIT
ORDS QD Equity,Ooredoo QSC,QAR,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
INTU LN Equity,Intu Properties PLC,GBp,Financials,Real Estate,REIT,Multi Asset Class REIT
CMPC CI Equity,Empresas CMPC SA,CLP,Materials,Forest & Paper Products,Paper,#N/A N/A
BBTG11 BZ Equity,BTG Pactual Group,BRL,Financials,Institutional Financial Svcs,Institutional Brokerage,Trading & Principal Investment
601933 CH Equity,Yonghui Superstores Co Ltd,CNY,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
SGP AU Equity,Stockland,AUD,Financials,Real Estate,REIT,Multi Asset Class REIT
BKT SM Equity,Bankinter SA,EUR,Financials,Banking,Banks,#N/A N/A
MELK SS Equity,Melker Schorling AB,SEK,Financials,Specialty Finance,Other Financial Services,"Corp, Treasury & Investments"
030200 KS Equity,KT Corp,KRW,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
STE SP Equity,Singapore Technologies Enginee,SGD,Industrials,Transportation & Logistics,Transport Support Services,Air Transp Support Services
URI US Equity,United Rentals Inc,USD,Industrials,Industrial Services,Industrial Distribution & Rental,Commercial Equip Rental Svcs
ENKAI TI Equity,Enka Insaat ve Sanayi AS,TRY,Utilities,Utilities,Power Generation,#N/A N/A
1958 HK Equity,BAIC Motor Corp Ltd,HKD,Consumer Discretionary,Automotive,Automobiles,Passenger Vehicles
HDS US Equity,HD Supply Holdings Inc,USD,Industrials,Industrial Services,Industrial Distribution & Rental,Industrial Supplies Distributors
DU UH Equity,Emirates Integrated Telecommun,AED,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
PKG US Equity,Packaging Corp of America,USD,Materials,Containers & Packaging,Containers & Packaging,Paper Containers & Packaging
8331 JP Equity,Chiba Bank Ltd/The,JPY,Financials,Banking,Banks,#N/A N/A
FNV CN Equity,Franco-Nevada Corp,CAD,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
600066 CH Equity,Zhengzhou Yutong Bus Co Ltd,CNY,Industrials,Transportation Equipment,Commercial Vehicles,Commercial Vehicles Mfg
GCPL IN Equity,Godrej Consumer Products Ltd,INR,Consumer Staples,Consumer Products,Household Products,Personal Care Products
MIICF US Equity,Millicom International Cellula,USD,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
ISIS US Equity,Ionis Pharmaceuticals Inc,USD,Health Care,Biotech & Pharma,Biotech,Early Commercial Biotech
DSY SJ Equity,Discovery Ltd,ZAr,Health Care,Health Care Facilities & Svcs,Managed Care,Managed Care Comml Business
MIDD US Equity,Middleby Corp/The,USD,Industrials,Machinery,Industrial Machinery,Food Product Machinery
600600 CH Equity,Tsingtao Brewery Co Ltd,CNY,Consumer Staples,Consumer Products,Beverages,Alcoholic Beverages
YANSAB AB Equity,Yanbu National Petrochemical C,SAR,Materials,Chemicals,Basic & Diversified Chemicals,Organic Chem & Intermediates
CSL US Equity,Carlisle Cos Inc,USD,Materials,Construction Materials,Non Wood Building Materials,Roofing Materials
ISS DC Equity,ISS A/S,DKK,Consumer Discretionary,Commercial Services,Building Maintenance Services,#N/A N/A
CIX CN Equity,CI Financial Corp,CAD,Financials,Asset Management,Investment Management,#N/A N/A
2828 HK Equity,Hang Seng Investment Index Fun,HKD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
STM IM Equity,STMicroelectronics NV,EUR,Technology,Semiconductors,Semiconductor Devices,"Logic, Processors & App Specific"
ADN LN Equity,Aberdeen Asset Management PLC,GBp,Financials,Asset Management,Investment Management,#N/A N/A
024110 KS Equity,Industrial Bank of Korea,KRW,Financials,Banking,Banks,Corporate Banking
MRU CN Equity,Metro Inc,CAD,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
BOGOTA CB Equity,Banco de Bogota SA,COP,Financials,Banking,Banks,#N/A N/A
S32 AU Equity,South32 Ltd,AUD,Materials,Metals & Mining,Base Metals,Aluminum
SGEN US Equity,Seattle Genetics Inc,USD,Health Care,Biotech & Pharma,Biotech,Early Commercial Biotech
NVR US Equity,NVR Inc,USD,Consumer Discretionary,Home & Office Products,Homebuilders,Single Family Home Const
DSV DC Equity,DSV A/S,DKK,Industrials,Transportation & Logistics,Logistics Services,Freight Forwarding Services
DRE US Equity,Duke Realty Corp,USD,Financials,Real Estate,REIT,Industrial REIT
2638 HK Equity,HK Electric Investments & HK E,HKD,Industrials,Electrical Equipment,Electrical Power Equipment,Power Generation Equipment
009540 KS Equity,Hyundai Heavy Industries Co Lt,KRW,Industrials,Transportation Equipment,Shipbuilding,Shipbuilding & Repair
358 HK Equity,Jiangxi Copper Co Ltd,HKD,Materials,Metals & Mining,Base Metals,Copper
600118 CH Equity,China Spacesat Co Ltd,CNY,Technology,Hardware,Communications Equipment,Telecommunications Equipment
TE US Equity,TECO Energy Inc,USD,Utilities,Utilities,Integrated Utilities,#N/A N/A
066570 KS Equity,LG Electronics Inc,KRW,Technology,Hardware,Consumer Electronics,#N/A N/A
ARBP IN Equity,Aurobindo Pharma Ltd,INR,Health Care,Biotech & Pharma,Generic Pharma,#N/A N/A
BAY TB Equity,Bank of Ayudhya PCL,THB,Financials,Banking,Banks,Retail Banking
601158 CH Equity,Chongqing Water Group Co Ltd,CNY,Utilities,Utilities,Utility Networks,Water Networks
MIC US Equity,Macquarie Infrastructure Corp,USD,Industrials,Transportation & Logistics,Transport Support Services,Air Transp Support Services
2207 TT Equity,Hotai Motor Co Ltd,TWD,Consumer Discretionary,Retail - Discretionary,Automotive Retailers,Car Dealers
7205 JP Equity,Hino Motors Ltd,JPY,Industrials,Transportation Equipment,Commercial Vehicles,Commercial Vehicles Mfg
LNT US Equity,Alliant Energy Corp,USD,Utilities,Utilities,Integrated Utilities,#N/A N/A
ARE US Equity,Alexandria Real Estate Equitie,USD,Financials,Real Estate,REIT,Specialty & Other REIT
IEFA US Equity,iShares Core MSCI EAFE ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IWS US Equity,iShares Russell Mid-Cap Value,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BIP US Equity,Brookfield Infrastructure Part,USD,Utilities,Utilities,Utility Networks,#N/A N/A
LEAF US Equity,OneMain Holdings Inc,USD,Financials,Specialty Finance,Consumer Finance,#N/A N/A
OCI NA Equity,OCI NV,EUR,Materials,Chemicals,Agricultural Chemicals,Fertilizers
US IM Equity,UnipolSai SpA,EUR,Financials,Insurance,P&C Insurance,#N/A N/A
GENT MK Equity,Genting Bhd,MYR,Consumer Discretionary,"Gaming, Lodging & Restaurants",Lodging,Casino Hotels
BOB IN Equity,Bank of Baroda,INR,Financials,Banking,Banks,#N/A N/A
009240 KS Equity,Hanssem Co Ltd,KRW,Consumer Discretionary,Home & Office Products,Home Improvement,Kitchen Cabinets & Countertops
1193 HK Equity,China Resources Gas Group Ltd,HKD,Utilities,Utilities,Utility Networks,Gas Utilities
6724 JP Equity,Seiko Epson Corp,JPY,Technology,Hardware,Office Electronics,#N/A N/A
XLI US Equity,Industrial Select Sector SPDR,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BR US Equity,Broadridge Financial Solutions,USD,Technology,Technology Services,Payment & Data Processors,Data & Transact Processing
600309 CH Equity,Wanhua Chemical Group Co Ltd,CNY,Materials,Chemicals,Basic & Diversified Chemicals,"Organic Resins, Fibers & Rubber"
LHA GR Equity,Deutsche Lufthansa AG,EUR,Consumer Discretionary,Passenger Transportation,Airlines,Full Service Airline
8951 JP Equity,Nippon Building Fund Inc,JPY,Financials,Real Estate,REIT,Office REIT
NCM AU Equity,Newcrest Mining Ltd,AUD,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
ROL US Equity,Rollins Inc,USD,Consumer Discretionary,Commercial Services,Building Maintenance Services,Pest Control Services
IPL CN Equity,Inter Pipeline Ltd,CAD,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,Oil & Liquid Rich Gas Pipelines
CO FP Equity,Casino Guichard Perrachon SA,EUR,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
035720 KS Equity,Kakao Corp,KRW,Communications,Media,Internet Media,Internet Advertising Portals
7012 JP Equity,Kawasaki Heavy Industries Ltd,JPY,Industrials,Aerospace & Defense,Aircraft & Parts,Aircraft
CIU US Equity,iShares Intermediate Credit Bo,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CPG CN Equity,Crescent Point Energy Corp,CAD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
1114 HK Equity,Brilliance China Automotive Ho,HKD,Consumer Discretionary,Automotive,Automobiles,Passenger Vehicles
NMDC IN Equity,NMDC Ltd,INR,Materials,Iron & Steel,Steel Raw Material Suppliers,Iron Ore Mining
ITRK LN Equity,Intertek Group PLC,GBp,Consumer Discretionary,Commercial Services,Other Commercial Services,Testing Laboratories
QGEN US Equity,QIAGEN NV,USD,Health Care,Medical Equipment & Devices,Life Science Equipment,In Vitro Diagnostics
1802 JP Equity,Obayashi Corp,JPY,Industrials,Engineering & Construction Svcs,Non-Residential Bldg Const,#N/A N/A
DLN LN Equity,Derwent London PLC,GBp,Financials,Real Estate,REIT,Multi Asset Class REIT
GENS SP Equity,Genting Singapore PLC,SGD,Consumer Discretionary,"Gaming, Lodging & Restaurants",Casinos & Gaming,Casinos
177 HK Equity,Jiangsu Expressway Co Ltd,HKD,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Infrastructure Concessions
FLEX US Equity,Flex Ltd,USD,Technology,"Design, Mfg & Distribution",EMS/ODM,#N/A N/A
086280 KS Equity,Hyundai Glovis Co Ltd,KRW,Industrials,Transportation & Logistics,Logistics Services,#N/A N/A
371 HK Equity,Beijing Enterprises Water Grou,HKD,Utilities,Utilities,Utility Networks,Water Networks
AOS US Equity,AO Smith Corp,USD,Industrials,Electrical Equipment,Comml & Res Bldg Equip & Sys,HVAC Building Products
2020 HK Equity,ANTA Sports Products Ltd,HKD,Consumer Discretionary,Retail - Discretionary,Specialty Apparel Stores,#N/A N/A
RRC US Equity,Range Resources Corp,USD,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
OHI US Equity,Omega Healthcare Investors Inc,USD,Financials,Real Estate,REIT,Health Care REIT
ACWI US Equity,iShares MSCI ACWI ETF,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CPT US Equity,Camden Property Trust,USD,Financials,Real Estate,REIT,Housing REIT
BP IM Equity,Banco Popolare SC,EUR,Financials,Banking,Banks,#N/A N/A
CYH US Equity,Community Health Systems Inc,USD,Health Care,Health Care Facilities & Svcs,Health Care Facilities,Hospitals
ANAC US Equity,Anacor Pharmaceuticals Inc,USD,Health Care,Biotech & Pharma,Specialty Pharma,Development Stage Spec Pharma
257 HK Equity,China Everbright International,HKD,Utilities,Utilities,Power Generation,Renewable Energy Generation
AFG US Equity,American Financial Group Inc/O,USD,Financials,Insurance,P&C Insurance,P&C Insurance Premiums
TRQ CN Equity,Turquoise Hill Resources Ltd,CAD,Materials,Metals & Mining,Base Metals,Copper
088350 KS Equity,Hanwha Life Insurance Co Ltd,KRW,Financials,Insurance,Life Insurance,Life Insurance Premiums
LUNDB SS Equity,L E Lundbergforetagen AB,SEK,Financials,Asset Management,Investment Companies,#N/A N/A
RGA US Equity,Reinsurance Group of America I,USD,Financials,Insurance,Reinsurance,Life Reinsurance
CENCOSUD CI Equity,Cencosud SA,CLP,Consumer Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets
CLN VX Equity,Clariant AG,CHF,Materials,Chemicals,Specialty Chemicals,#N/A N/A
